词语,全拼音,同形,数名,数量名,个体量词,度量词,容器量词,集体量词,种类量词,成形量词,不定量词,前接,后接,状语,重叠,临量,处所,兼类,备注
影星,ying3xing1,,,,"个,名,位",,,群,,,些,,们,,,,,,
影子,ying3zi5,,,,"个,条",,,,,道,些,,,,,,,,~长度/大树~
硬币,ying4bi4,,,,"个,枚",,"盒,包",,种,"把,摞",些,,,,,,,,~面值
硬件,ying4jian4,,,,,,,,种,,些,,,,,,,,
硬盘,ying4pan2,,,,个,,,,种,,些,,,,,,,,
硬席,ying4xi2,,,,个,,,,,,些,,,,,,,,~票/火车~
佣人,yong4ren2,,,,"个,名",,,"群,帮,伙",,,些,,们,,,,,,
勇气,yong3qi4,,,,,,,,种,股,"些,点",,,,,,,,他有~面对现实
用处,yong4chu5,,,,,,,,种,,"些,点",,,,,,,,这东西有很多~
用法,yong4fa3,,,,个,,,,种,,些,,,,,,,,
用途,yong4tu2,,,,个,,,,种,,"些,点",,,,,,,,木头的~很广
优点,you1dian3,,,,"个,条",,,,种,,些,,,,,,,,她有很多~
优惠,you1hui4,,,,,,,,,,"些,点",,,,,,,va,有~/给了他们很多~
优势,you1shi4,,,,个,,,,种,,"些,点",,,,,,,,军事~/~兵力
忧虑,you1lv4,,,,,,,,,,些,,,,,,,v,他有两点~/他很~孩子的前途(v)
忧闷,you1men4,,,否,,,,,,,,,,,,,,,
邮戳,you2chuo1,,,,个,,,,种,,些,,儿,,,,,,~形状
邮件,you2jian4,,,,个,,"车,袋,包",批,种,堆,些,,,,,,,,电子~
邮局,you2ju2,,,,"个,家,所",,,,,,些,,,,,,可,,
邮票,you2piao4,,,,"张,枚",,,套,种,,些,,,,,,,,纪念~
油,you2,,,,,"吨,公斤,两,克","桶,瓶",,种,滴,"些,点",,性,,,,,av,植物~/润滑~/~家具(v)/~性皮肤
油灯,you2deng1,,,,"个,盏",,,,种,,些,,,,,,,,
油罐,you2guan4,,,,个,,,,种,堆,些,,,,,,,,
油井,you2jing3,,,,"口,眼,个",,,批,,"排,片",些,,,,,,,,
油库,you2ku4,,,,"个,间",平方米,,,,排,些,,,,,,,,
油料,you2liao4,,,,,"公斤,吨,千克,克",车,,种,,"些,点",,,,,,,,
油水,you2shui3,,,,,,,笔,,,"些,点",,,,,,,,这盘菜~很足/他捞了很多~
油田,you2tian2,,,,"个,座",,,,,片,些,,,,,,,,
油条,you2tiao2,,,,根,"斤,公斤,克,千克",盘,,,把,"些,点",,,,,,,,
油桶,you2tong3,,,,"个,只",,,,种,,些,,,,,,,,
油烟,you2yan1,,,,,,,,,"缕,丝",些,,子,,,,,,~味道
游船,you2chuan2,,,,"条,只",,,"队,批",种,,些,,,,,,,,
游客,you2ke4,,,,"个,位,名",,,"群,批,帮",,,些,,们,,,,,,
游艺场,you2yi4chang3,,,,个,,,,,,些,,,,,,可,,电子~
游园会,you2yuan2hui4,,,,个,,,,,,些,,,,,,,,参加过一次~
鱿鱼,you2yu2,,,,条,"公斤,斤,吨,克","盆,袋,盘",群,,"块,片","些,点",,,,,,,,
友情,you3qing2,,,,,,,,种,段,"些,点",,,,,,,,
友谊,you3yi4,,,,,,,,种,,"些,点",,,,,,,,革命~
有机物,you3ji1wu4,,,,,,,,种,,些,,,,,,,,
幼苗,you4miao2,,,,"棵,株,根","亩,公顷",,,,"片,行",些,,,,,,,,~阶段
幼童,you4tong2,,,,"个,名",,,群,,,些,,,,,,,,
诱饵,you4er3,,,,个,,,,种,块,些,,,,,,,,
淤泥,yu1ni2,,,,,立方米,车,,,"片,堆","些,点",,,,,,,,
余烬,yu2jin4,,,否,,,,,,,,,,,,,,,纸烟~
余味,yu2wei4,,,否,,,,,,,,,,,,,,,~无穷
鱼,yu2,,,,"条,尾","吨,斤,克,千克","筐,缸,盘",群,种,块,"些,点",,,,,,,,冻~/~肠子/淡水~
鱼肝油,yu2gan1you2,,,,,"克,斤,吨,千克","瓶,箱,盒",,种,滴,些,,,,,,,,
鱼缸,yu2gang1,,,,个,,,,种,,些,,,,,,,,
鱼苗,yu2miao2,,,,"条,尾",,"缸,池",批,种,,些,,,,,,,,
鱼虾,yu2xia1,,,,,"斤,公斤,吨,千克",,,,,"些,点",,,,,,,,
渔场,yu2chang3,,,,个,,,,,,些,,,,,,可,,舟山~
渔民,yu2min2,,数,,"个,位,名",,,"群,帮",,,些,,们,,,,,,中国~/舟山群岛有几万~
榆树,yu2shu4,,,,"棵,株","亩,公顷",,,,"片,排",些,,,,,,,,
舆论,yu2lun4,,,,,,,,种,,"些,点",,界,,,,,,国际~/~力量
宇宙,yu3zhou4,,,否,,,,,,,,,,,,,,,~飞船/~的起源
羽毛,yu3mao2,,,,根,"斤,吨,千克,克","袋,包",,种,"堆,把",些,,,,,,,,
羽绒服,yu3rong2fu2,,,,件,,,"批,套",种,,些,,,,,,,,登山~
雨,yu3,,,,,,,,,滴,"些,点",,,,,,,,下了一阵~/下了一场~
雨点,yu3dian3,,,,个,,,,,滴,些,,儿,,,,,,
雨景,yu3jing3,,,否,,,,,,,,,,,,,,,黄山~
雨量,yu3liang4,,,否,,,,,,,,,,,,,,,这场大雨~是30毫米
雨伞,yu3san3,,,,把,,,批,种,,些,,,,,,,,
雨水,yu3shui3,,,否,,,,,,,,,,,,,,,~调和/今年~很足
雨衣,yu3yi1,,,,件,,,套,种,,些,,,,,,,,
语调,yu3diao4,,,,,,,,种,,,,,,,,,,他用蔑视的~说话
语法,yu3fa3,,,,,,,,种,,,,学,,,,,,
语感,yu3gan3,,,,,,,,,,点,,,,,,,,
语料,yu3liao4,,,,,,,,种,,些,,,,,,,,
语气,yu3qi4,,,,,,,,种,,,,,,,,,,~词/说话~
语素,yu3su4,,,,个,,,,种,,些,,,,,,,,汉语~
语文,yu3wen2,,,,,,,,门,,,,,,,,,,~课本/中国~
语言,yu3yan2,,,,,,,,种,,些,,学,,,,,,~风格/外交~
语义,yu3yi4,,,否,,,,,,,,,学,,,,,,
语音,yu3yin1,,,,,,,,种,,,,学,,,,,,
玉,yu4,,,,,,,批,种,块,些,,,,,,,,
玉米,yu4mi3,1,,,"棵,株","亩,公顷",,,,"片,行","些,点",,,,,,,,草本植物
玉米,yu4mi3,2,,,粒,"公斤,吨,千克,克","车,袋,包",,,"堆,把","些,点",,,,,,,,植物的种子
玉器,yu4qi4,,,,"件,个",,"箱,盒","批,套",种,,些,,,,,,,,
浴巾,yu4jin1,,,,条,,"盒,包",批,种,捆,些,,,,,,,,
浴室,yu4shi4,,,,"个,间",,,,,"排,溜",些,,,,,,可,,
预算,yu4suan4,,,,项,,,"笔,份",,,些,,,,,,,v,国家~/~报告
欲念,yu4nian4,,,,个,,,,种,,些,,,,,,,,
欲望,yu4wang4,,,,个,,,,种,,"些,点",,,,,,,,个人~/求知~
寓言,yu4yan2,,,,"本,个,则,篇",,,,,,些,,,,,,,,
鸳鸯,yuan1yang1,,,,"个,只",,,"对,群",,,些,,,,,,,,
渊源,yuan1yuan2,,,否,,,,,,,,,,,,,,,历史~
元老,yuan2lao3,,,,"位,个,名",,,"批,群",,,些,,们,,,,,,开国~
元帅,yuan2shuai4,,,,"个,位,名",,,群,,,些,,们,,,,,,
元素,yuan2su4,,,,,,,,种,,些,,,,,,,,化学~/~符号
员工,yuan2gong1,,数,,"个,名,位",,,群,,,些,,们,,,,,,"职员和工人:~食堂/铁路~/数词大于""一""/30名~"
园丁,yuan2ding1,,,,"个,名,位",,,"群,队",,,些,,,,,,,,
原点,yuan2dian3,,,否,,,,,,,,,,,,,,,坐标~
原稿,yuan2gao3,,,,"篇,本",,袋,份,,摞,些,,,,,,,,
原故,yuan2gu4,,,,个,,,,种,,些,,,,,,,,"由于这个~,他很努力学习"
原理,yuan2li3,,,,"个,条",,,,种,,些,,,,,,,,机械~/设计~
原料,yuan2liao4,,,,,,车,批,"种,类",堆,些,,,,,,,,化学~/~来源/生产~
原文,yuan2wen2,,,,"篇,句",,,,,段,些,,,,,,,,
原因,yuan2yin1,,,,个,,,,种,,"些,点",,,,,,,,个人的~/人们对失事~进行了推测
原则,yuan2ze2,,,,"条,个,项",,,,种,,点,,性,,,,,,他有~/基本~/这是~问题
原子,yuan2zi3,,,,个,,,,,,些,,,,,,,,~结构
圆,yuan2,,,,个,,,,,,些,,子,,,,,aq,画了两个~
圆规,yuan2gui1,,,,"把,个,副",,盒,,种,,些,,,,,,,,
圆桌,yuan2zhuo1,,,,"张,个",,,批,种,排,些,,,,,,,,~会议/木头~
援兵,yuan2bing1,,数,,,,,,,,些,,,,,,,,50万~
缘分,yuan2fen4,,,,,,,,,,"些,点",,,,,,,,
源泉,yuan2quan2,,,否,,,,,,,,,,,,,,,力量的~/知识的~
源头,yuan2tou2,,,,个,,,,,,,,,,,,,,民歌是文学创作的一个~
猿猴,yuan2hou2,,,,"个,只",,,群,,,些,,,,,,,,"猿和猴/数词大于""一"""
远见,yuan3jian4,,,,,,,,,,点,,,,,,,,她有~
怨言,yuan4yan2,,,,句,,,,,,"些,点",,,,,,,,
院子,yuan4zi5,,,,"个,座",,,,,,些,,,,,,,,
愿望,yuan4wang4,,,,个,,,,种,,"些,点",,,,,,,,个人的~
约会,yue1hui4,,,,个,,,,,,些,,儿,,,,,v,第三次~
月,yue4,,数,,个,,,,,,,,子,,NN,,,,~收入
月饼,yue4bing3,,,,个,"斤,公斤,克,千克,吨","盒,包",批,种,块,"些,点",,,,,,,,
月光,yue4guang1,,,,,,,,,"丝,道,片",点,,,,,,,,~奏鸣曲
月亮,yue4liang5,,,,个,,,,,,,,,,,,,,
月票,yue4piao4,,,,张,,,,种,,些,,,,,,,,
月球,yue4qiu2,,,,个,,,,,,,,,,,,,,
钥匙,yao4shi5,,,,把,,,,种,串,些,,,,,,,,
阅历,yue4li4,,,否,,,,,,,,,,,,,,v,他的~很丰富/她出去~了一番(v)
云,yun2,,,,,,,,,片,点,,,,,,,,
云彩,yun2cai3,,,,,,,,,"块,片,丝,层",点,,,,,,,,
云量,yun2liang4,,,否,,,,,,,,,,,,,,,
云雀,yun2que4,,,,只,,,"窝,群,对",,,些,,,,,,,,
云雾,yun2wu4,,,,,,,,,"层,团,片",些,,,,,,,,"数词限于""一""/黄山~"
运动,yun4dong4,,,,"个,项",,,,"种,类",,些,,员,,,,,v,~时间/农民~/登山~/生命在于~(v)
运动员,yun4dong4yuan2,,,,"个,位,名",,,"群,批",,,些,,们,,,,,,
运气,yun4qi4,,,,,,,,,,"些,点",,,,,,,,
韵律,yun4lv4,,,,,,,,种,,,,学,,,,,,诗歌~
韵味,yun4wei4,,,,,,,,种,,点,,,,,,,,
杂草,za2cao3,,,,棵,,,,种,"片,堆","些,点",,,,,,,,
杂记,za2ji4,,,,"篇,本",,,,,段,些,,,,,,,,
杂念,za2nian4,,,,,,,,种,,"些,点",,,,,,,,
杂文,za2wen2,,,,"篇,本",,,批,,段,些,,,,,,,,"这篇~文字清新,富有诗意/鲁迅~专集"
杂志,za2zhi4,,,,"本,册,期",,,份,"种,类","摞,堆,捆",些,,,,,,,,
灾害,zai1hai4,,,,,,,,种,,"些,点",,性,,,,,,农业~/一场~
灾难,zai1nan4,,,,,,,,种,,些,,性,,,,,,~深重/今年又遭受了~
灾区,zai1qu1,,,,个,,,,,,些,,,,,,可,,
载体,zai4ti3,,,,,,,,种,,些,,,,,,,,语言文字是信息的~/电缆是电能传导的~
赞歌,zan4ge1,,,,"首,支,曲",,,,,段,些,,,,,,,,为中国奥运健儿写一曲~
赃款,zang1kuan3,,,,,元,,笔,,,些,,,,,,,,
葬礼,zang4li3,,,,个,,,,种,,,,,,,,,,举行~/~很隆重
糟粕,zao1po4,,,,,,,,,,些,,,,,,,,比喻粗劣无价值的东西
凿子,zao2zi5,,,,"把,个",,,,种,,些,,,,,,,,铁~
早餐,zao3can1,,,否,,,,,,,,,,,,,,,吃过三顿~
早饭,zao3fan4,,,,,,,份,,,,,,,,,,,在学校吃两顿~
枣泥,zao3ni2,,,,,"斤,公斤,克,千克","碗,袋,包",,,层,"些,点",,,,,,,,
澡盆,zao3pen2,,,,个,,,,种,,些,,,,,,,,
造型,zao4xing2,,,,个,,,,种,,些,,,,,,,,建筑~/~艺术
噪音,zao4yin1,,,,,分贝,,,种,,"些,点",,,,,,,,
责任,ze2ren4,,,,,,,,种,,"些,点",,感,,,,,,
责任心,ze2ren4xin1,,,,,,,,种,,"些,点",,,,,,,,
赠言,zeng4yan2,,,,句,,,,,段,些,,,,,,,,
渣子,zha1zi5,,,,,"吨,公斤,克,千克","筐,车",,,堆,"些,点",,,,,,,,甘蔗~
闸,zha2,,,,个,,,,种,,,,,,,,,,
铡刀,zha2dao1,,,,"把,个",,,,种,,些,,,,,,,,~式样/方头~
炸弹,zha4dan4,,,,"个,枚,颗",,"箱,车",批,种,,些,,,,,,,,
宅院,zhai2yuan4,,,,"所,个,座",,,,,排,些,,,,,,,,
债,zhai4,,,,,元,,笔,,,"些,点",,,,,,,,
债务,zhai4wu4,,,,项,元,,笔,种,,"些,点",,,,,,,,
粘土,nian2tu3,,,,,立方米,车,,,堆,"些,点",,,,,,,,白色~
展览馆,zhan3lan3guan3,,,,"座,个",,,,,,些,,,,,,可,,
展销会,zhan3xiao1hui4,,,,个,,,,,,些,,,,,,,,
战场,zhan4chang3,,,,个,,,,,,,,,,,,可,,
战斗力,zhan4dou4li4,,,,,,,,,,"些,点",,,,,,,,
战火,zhan4huo3,,,,,,,,,片,,,,,,,,,"数词限于""一"""
战乱,zhan4luan4,,,否,,,,,,,,,,,,,,,
战略,zhan4lve4,,,,个,,,套,种,,些,,性,,,,,,~任务/全球~/革命~
战士,zhan4shi4,,,,"位,个,名",,,"群,批,队",,,些,,们,,,,,,炮兵~
战役,zhan4yi4,,,,个,,,,,,些,,,,,,,,淮海~
战友,zhan4you3,,,,"个,位,名",,,"群,帮",,,些,,们,,,,,,革命~
战争,zhan4zheng1,,,,,,,,种,,,,,,,,,,现代~/一场~/一次~/~年代
站,zhan4,,数,,个,,,,,,些,,长,,,是,,v,汽车~/加油~
章程,zhang1cheng2,,,,个,,,,种,,些,,,,,,,,书面的组织规程或办事条例
蟑螂,zhang1lang2,,,,"只,个",,,群,种,,些,,,,,,,,
丈夫,zhang4fu5,,,,个,,,,,,,,,,,,,,
账,zhang4,,,,本,,,笔,,,些,,,,,,,,"货币,货物出入的记载:他有一本~"
账号,zhang4hao4,,,,个,,,,种,,些,,,,,,,,
障碍,zhang4ai4,,,,个,,,,种,道,些,,,,,,,,心理~/~物/排除~
招牌,zhao1pai5,,,,个,,,,种,块,些,,,,,,,,
沼泽,zhao3ze2,,,,,平方公里,,,,"片,块",些,,,,,,,,~地
照片,zhao4pian4,,,,张,,包,,种,叠,些,,,,,,,,艺术~
照相机,zhao4xiang4ji1,,,,"个,架",,,批,种,,些,,,,,,,,
肇事者,zhao4shi4zhe3,,,,"个,名",,,"群,伙",,,些,,,,,,,,
折扇,zhe2shan4,,,,把,,盒,,种,,些,,儿,,,,,,
哲理,zhe2li3,,,,,,,,种,,"些,点",,性,,,,,,
哲学,zhe2xue2,,,,,,,,"种,门",,,,家,,,,,,~著作/斗争~/唯物主义~
贞操,zhen1cao1,,,否,,,,,,,,,,,,,,,
针,zhen1,,,,根,,"盒,包",,种,,些,,儿,,,,,,绣花~/时~
针织品,zhen1zhi1pin3,,,,件,,"箱,包",批,"种,类",堆,"些,点",,,,,,,,
珍宝,zhen1bao3,,,,"件,个",,"盒,箱",批,种,,些,,,,,,,,
珍品,zhen1pin3,,,,"件,个",,"箱,盒",批,"种,样,类",,"些,点",,,,,,,,
珍珠,zhen1zhu1,,,,"颗,粒,个",,"盒,包",,种,"把,串",些,,,,,,,,人造~又叫塑料~
真假,zhen1jia3,,,否,,,,,,,,,,,,,,,
真空,zhen1kong1,,,否,,,,,,,,,,,,,,,
真理,zhen1li3,,,,"条,个",,,,,,些,,,,,,,,革命~/这一客观~谁都无法否认
真情,zhen1qing2,,,,,,,,,片,,,,,,,,,"数词限于""一"""
真相,zhen1xiang4,,,否,,,,,,,,,,,,,,,事件~
枕头,zhen3tou5,,,,个,,,"对,副",种,,些,,,,,,,,
阵地,zhen4di4,,,,个,,,,,"块,片",些,,,,,,,,前沿~/~前沿
阵营,zhen4ying2,,,,个,,,,,,,,,,,,,,革命~
镇子,zhen4zi5,,,,个,,,,,,些,,,,,,,,
争端,zheng1duan1,,,,个,,,,种,,些,,,,,,,,国际~
争议,zheng1yi4,,,,,,,,,,些,,,,,,,v,
征兆,zheng1zhao4,,,,个,,,,种,,些,,,,,,,,这次地震前有几个~
蒸馏水,zheng1liu2shui3,,,,,"克,吨,升,千克","瓶,桶",,,滴,"些,点",,,,,,,,
蒸气,zheng1qi4,,,,,,,,,"股,缕","些,点",,,,,,,,
整数,zheng3shu4,,,,个,,,,,,,,,,,,,,
正方形,zheng4fang1xing2,,,,个,,,,,,,,,,,,,,
正规军,zheng4gui1jun1,,数,,支,,,,,,些,,,,,,,,30万~
正气,zheng4qi4,,,,,,,,,股,"些,点",,,,,,,,一身~
正确性,zheng4que4xing4,,,否,,,,,,,,,,,,,,,
正事,zheng4shi4,,,,"件,桩",,,,,,些,,,,,,,,
正文,zheng4wen2,,,,页,,,,,段,,,,,,,,,~字数/文章~
正义,zheng4yi4,,,否,,,,,,,,非,"性,感",,,,,,主持~/~战争
证件,zheng4jian4,,,,个,,,,"种,类",,些,,,,,,,,
证明,zheng4ming2,,,,"个,张",,,份,"种,类",,些,,,,,,,v,身分~/住院~/~材料
证书,zheng4shu1,,,,张,,,份,种,,些,,,,,,,,结婚~
政策,zheng4ce4,,,,"条,项",,,,种,,些,,性,,,,,,~范围/国家~/各项改革~都先后出台了
政党,zheng4dang3,,,,个,,,,种,,些,,,,,,,,
政府,zheng4fu3,,,,个,,,,,,些,,,,,,,,
政权,zheng4quan2,,,,个,,,,种,,些,,,,,,,,革命~/~机关/国家~
政治,zheng4zhi4,,,,,,,,"种,门",,点,,"性,家",,,,,,~色彩/无产阶级~/学一点儿~
支点,zhi1dian3,,,,个,,,,,,,,,,,,,,~位置/战略~
支票,zhi1piao4,,,,"张,本",,,,种,"沓,摞",些,,,,,,,,
芝麻,zhi1ma5,1,,,"棵,株","亩,公顷",,,种,片,些,,,,,,,,草本植物
芝麻,zhi1ma5,2,,,粒,"斤,吨,克,千克","袋,包",,种,"把,撮","些,点",,,,,,,,植物的种子
知己,zhi1ji3,,,,个,,,群,,,些,,,,,,,,
知觉,zhi1jue2,,,,,,,,,,点,,,,,,,,他的手有~/有点儿~
知识,zhi1shi5,,,,,,,,"种,门",,"些,点",,"性,界",,,,,,历史~/~产权
知音,zhi1yin1,,,,个,,,群,,,些,,,,,,,,
肢体,zhi1ti3,,,否,,,,,,,,,,,,,,,~部分
执照,zhi2zhao4,,,,"个,张,本",,,,种,,些,,,,,,,,驾驶~
直感,zhi2gan3,,,否,,,,,,,,,,,,,,,
直升飞机,zhi2sheng1fei1ji1,,,,架,,,群,种,,些,,,,,,,,
直辖市,zhi2xia2shi4,,,,个,,,,,,些,,,,,,,,
职称,zhi2cheng1,,,,,,,,种,,,,,,,,,,技术~
职工,zhi2gong1,,数,,"个,位,名",,,,,,些,,们,,,,,,~人数/工厂~/某钢厂有3万~
职务,zhi2wu4,,,,个,,,,种,,些,,,,,,,,~名称/厂长~
职业,zhi2ye4,,,,个,,,,种,,些,,,,,,,,~性质
职员,zhi2yuan2,,,,"位,个,名",,,"群,帮",,,些,,们,,,,,,~人数/公司~
植物,zhi2wu4,,,,,,,,"种,类",,些,,,,,,,,高原~/海洋~/~细胞
纸,zhi3,,,,"张,页",,盒,批,种,"片,团,堆,卷","些,点",,,,,是,,,~房子/中国~/一~公文
纸片,zhi3pian4,,,,张,,盒,,,叠,些,,儿,,,,,,
纸张,zhi3zhang1,,,,,,车,,种,,"些,点",,,,,,,,
指标,zhi3biao1,,,,"项,个",,,,,,些,,,,,,,,产量~/生产~
指挥,zhi3hui1,,,,"个,位,名",,,群,,,些,,"员,者",,,,,v,
指甲,zhi3jia5,,,,个,,,,,,些,,,,,,,,手~
指令,zhi3ling4,,,,"个,项,条",,,,,道,些,,性,,,,,v,上级~/~性计划/~系统
指示,zhi3shi4,,,,"点,个,条,项",,,,,道,些,,,,,,,v,~精神/上级~我们收到
指针,zhi3zhen1,,,,根,,,,种,,,,,,,,,,
志气,zhi4qi5,,,,,,,,种,,点,,,,,,,,
志向,zhi4xiang5,,,,个,,,,种,,点,,,,,,,,这人有~/要有一点儿~
制度,zhi4du4,,,,"项,个",,,套,种,,些,,,,,,,,社会主义~
质量,zhi4liang4,,,否,,,,,,,,,,,,,,,~检查/产品~
挚友,zhi4you3,,,,"个,位,名",,,"群,帮",,,些,,,,,,,,
秩序,zhi4xu4,,,,,,,,,,点,,,,,,,,要有~/社会~/生产~
智慧,zhi4hui4,,,否,,,,,,,,,,,,,,,群众的~
智力,zhi4li4,,,否,,,,,,,,,,,,,,,~竞赛/~水平
中草药,zhong1cao3yao4,,,,,"克,斤,吨,两","袋,包",副,种,"堆,把","些,点",,,,,,,,
中国,zhong1guo2,,,否,,,,,,,,,,,,,可,,
中间商,zhong1jian1shang1,,,,"个,名",,,群,,,些,,,,,,,,
中介,zhong1jie4,,,,个,,,,种,,,,,,,,,,~人/~作用
中山装,zhong1shan1zhuang1,,,,"件,身",,箱,套,,摞,些,,,,,,,,兰色~
中枢,zhong1shu1,,,否,,,,,,,,,,,,,,,转运~
中文,zhong1wen2,,,,句,,,,门,,点,,,,,,,,~报纸
中心,zhong1xin1,,,,个,,,,,,些,,,,,,,,
中学,zhong1xue2,,,,"所,个,座",,,批,类,,些,,,,,,,,~校长/职业~/实验~
中央,zhong1yang1,,,,个,,,,,,,,,,,,,,~首长
中药,zhong1yao4,,,,剂,,"瓶,包,袋,盒","批,副",种,,"些,点",,,,,,,,~药方
中医,zhong1yi1,,,,"个,位,名",,,批,,,些,,学,,,,,,~人数
中专,zhong1zhuan1,,,,"所,个",,,,种,,些,,生,,,,,,
忠告,zhong1gao4,,,,"个,句",,,,,,些,,,,,,,v,"我接受了朋友的~/领导一再~,可他不听(v)"
终点,zhong1dian3,,,,个,,,,,,,,,,,,,,跑道~/~位置/运行~
终端,zhong1duan1,,,,个,,,,,,,,,,,,,,计算机~/运行~
钟,zhong1,,,,"个,口,座",,,,种,,些,,,,,,,,铜~/自鸣~/~声
钟表,zhong1biao3,,,,"个,只",,,批,种,,些,,匠,,,,,,"钟和表的总称:瑞士~/数词大于""一"""
钟声,zhong1sheng1,,,否,,,,,,,,,,,,,,,一阵~
种类,zhong3lei4,,,否,,,,,,,,,,,,,,,商品的~很多
种子,zhong3zi5,,,,"粒,颗","吨,公斤,克,千克","袋,包",批,"种,类",把,"些,点",,,,,,,,改良~
种族,zhong3zu2,,,,个,,,,,,些,,,,,,,,
众人,zhong4ren2,,,否,,,,,,,,,,,,,,,
重担,zhong4dan4,,,,"个,副",,,,,,些,,,,,,,,革命~
重点,zhong4dian3,,,,"个,项",,,批,,,些,非,,,,,,d,~学校
重量,zhong4liang4,,,否,,,,,,,,,,,,,,,称称~/~单位
重任,zhong4ren4,,,否,,,,,,,,,,,,,,,
重心,zhong4xin1,,,,个,,,,,,,,,,,,,,三角形~
州,zhou1,,,,个,,,,,,些,,长,,,,,,~政府
周长,zhou1chang2,,,否,,,,,,,,,,,,,,,
周期,zhou1qi1,,,,个,,,,,,,,性,,,,,,运动~
轴心,zhou2xin1,,,,个,,,,,,,,,,,,,,
肘子,zhou3zi5,,,,个,"斤,公斤,克,千克","盘,袋",批,,,"些,点",,,,,,,,猪~
皱纹,zhou4wen2,,,,条,,,,,"道,丝",些,,儿,,,,,,
侏儒,zhu1ru2,,,,"个,位",,,群,,,些,,,,,,,,
珠算,zhu1suan4,,,,,,,,"门,种",,,,,,,,,,
珠子,zhu1zi5,,,,"颗,粒",,"盒,包",,种,"串,把",些,,,,,,,,白色~
猪,zhu1,,,,"头,只",,,"窝,群",种,,些,,,,,,,,
猪肉,zhu1rou4,,,,,"斤,吨,公斤,千克","碗,盘,车",,,"块,片",些,,,,,,,,冻~
猪油,zhu1you2,,,,,"斤,公斤,克,千克,吨","碗,瓶",,,块,"些,点",,,,,,,,
竹竿,zhu2gan1,,,,根,,车,,,"捆,堆",些,,儿,,,,,,
竹篮,zhu2lan2,,,,"只,个",,,套,种,,些,,子,,,,,,
竹笋,zhu2sun3,,,,根,"斤,吨,公斤,克,千克","筐,包,盒,盘",,种,"片,块,堆","些,点",,,,,,,,
竹席,zhu2xi2,,,,"条,领",,,批,种,,些,,子,,,,,,
竹子,zhu2zi5,,,,"根,棵,株",,,,种,"片,堆,截","些,点",,,,,,,,
烛光,zhu2guang1,,,,,,,,,片,点,,,,,,,,~亮度
主编,zhu3bian1,,,,"个,位,名",,,群,,,些,,们,,,,,v,报社~
主持人,zhu3chi2ren2,,,,"个,位,名",,,"批,群",,,些,,,,,,,,
主动权,zhu3dong4quan2,,,,,,,,,,点,,,,,,,,
主观,zhu3guan1,,,否,,,,,,,,,性,,,,,a,
主见,zhu3jian4,,,,,,,,,,"些,点",,,,,,,,
主力,zhu3li4,,,,个,,,,,,些,,,,,,,,~部队/球队~
主流,zhu3liu2,,,否,,,,,,,,,,,,,,,
主谋,zhu3mou2,,,,"个,名",,,群,,,,,,,,,,,
主权,zhu3quan2,,,,,,,,,,"些,点",,,,,,,,~国家/中国~
主人,zhu3ren2,,,,"位,个",,,,,,些,,,,,,,,~地位/国家~
主任,zhu3ren4,,,,"个,位,名",,,,,,些,,,,,,,,~职责/办公室~
主题,zhu3ti2,,,,个,,,,,,,,,,,,,,讨论~是……
主席,zhu3xi2,,,,"个,位,名",,,,,,,,,,,,,,代理~
主意,zhu3yi5,,,,个,,,,种,,些,,,,,,,,
属相,shu3xiang4,,,否,,,,,,,,,,,,,,,
属性,shu3xing4,,,,个,,,,种,,些,,,,,,,,~名/~值
住房,zhu4fang2,,,,间,平方米,,,,,些,,,,,,,,
住宅,zhu4zhai2,,,,"座,所,处,幢",,,套,,片,些,,,,,,,,~面积/城市~
助词,zhu4ci2,,,,个,,,,种,,些,,,,,,,,结构~
助理,zhu4li3,,,,"个,位,名",,,群,,,些,,,,,,,,部长~
助手,zhu4shou3,,,,"个,位,名",,,"批,群",,,些,,,,,,,,校长~/得力~
助学金,zhu4xue2jin1,,,,,元,,笔,等,,些,,,,,,,,~数额
注释,zhu4shi4,,,,"篇,则,条",,,,,段,"些,点",,,,,,,v,~内容/文章~
注意力,zhu4yi4li4,,,否,,,,,,,,,,,,,,,
柱子,zhu4zi5,,,,根,,,,种,,些,,,,,,,,
著作,zhu4zuo4,,,,"部,本",,,套,种,,些,,,,,,,v,~内容/语法~/文艺~/从事~多年
蛀虫,zhu4chong2,,,,"条,只",,,群,,,些,,,,,,,,
专长,zhuan1chang2,,,,"项,个",,,,"种,门",,"些,点",,,,,,,,他有~/个人~
专家,zhuan1jia1,,,,"位,名,个",,,"批,群",,,些,,们,,,,,,植物~/~名单
专利,zhuan1li4,,,,项,,,,种,,些,,,,,,,,商品~/~证书/发明~
专题,zhuan1ti2,,,,个,,,,种,,些,,,,,,,,写了一分~报告/语法~/研究~
专业,zhuan1ye4,,,,个,,,,"种,门",,些,,化,,,,,,~人员/物理~
砖,zhuan1,,,,块,,车,批,种,"堆,摞","些,点",,头,,,,,,
砖头,zhuan1tou5,,,,块,,车,批,种,堆,些,,,,,,,,
转椅,zhuan4yi3,,,,"把,个",,,批,种,,些,,,,,,,,皮革~/电镀~
转折点,zhuan3zhe2dian3,,,,个,,,,,,,,,,,,,,这是中国革命的一个~
庄稼,zhuang1jia5,,,,,"亩,公顷",,,"种,类","片,块",些,,,,,,,,~地
